file,brand,sku,name
"gas-fireplaces-scraped.json","Montigo","MGO-DRSQ42NI","Montigo 42 Inch DelRay Basic Square Direct Vent Gas Fireplace"
"gas-inserts-scraped.json","Kingsman","KGM-IDV34N","Kingsman IDV34 Direct Vent Gas Fireplace Insert - Millivolt Pilot"
"gas-inserts-scraped.json","Kingsman","KGM-IDV44N","Kingsman IDV44 Direct Vent Gas Fireplace Insert - Millivolt Pilot"
"gas-inserts-scraped.json","Kingsman","KGM-IDV34NE","Kingsman IDV34 Direct Vent Gas Fireplace Insert - IPI Pilot"
"gas-inserts-scraped.json","Kingsman","KGM-IDV44NE","Kingsman IDV44 Direct Vent Gas Fireplace Insert - IPI Pilot"
"gas-inserts-scraped.json","Kingsman","KGM-IDV34NE2","Kingsman IDV34 Direct Vent Gas Fireplace Insert - Proflame 2 IPI"
"gas-inserts-scraped.json","Kingsman","KGM-IDV44NE2","Kingsman IDV44 Direct Vent Gas Fireplace Insert - Proflame 2 IPI"
"gas-inserts-scraped.json","Kingsman","KGM-IDV26NE2","Kingsman IDV26 Direct Vent Gas Fireplace Insert - Proflame 2 IPI"
"gas-inserts-scraped.json","Kingsman","KGM-IDV26N","Kingsman IDV26 Direct Vent Gas Fireplace Insert - Millivolt Pilot"
"gas-inserts-scraped.json","Timberwolf","NPL-TDIX3N-1","Timberwolf 29 Inch TDI3 Bluetooth-Enabled Natural Gas Fireplace Insert with Logs - IPI (Modern)"
"gas-inserts-scraped.json","Timberwolf","NPL-TDIG3N-1","Timberwolf 29 Inch TDI3 Bluetooth-Enabled Natural Gas Fireplace Insert with Glass - IPI (Modern)"
"gas-inserts-scraped.json","Kingsman","KGM-IDV26LPE","Kingsman IDV26 Direct Vent Gas Fireplace Insert - IPI"
"gas-stoves-scraped.json","Kingsman","KGM-FDV451NE-Natural-Gas-SD","(Open Box Item) - Kingsman 26 Inch Direct Vent Natural Gas Heating Stove - Intermittent Pilot"
"gas-stoves-scraped.json","Kingsman","KGM-FDV451NE","Kingsman 26 Inch Direct Vent Gas Heating Stove - Intermittent Pilot"
"gas-stoves-scraped.json","Kingsman","KGM-FDV451N","Kingsman 26 Inch Direct Vent Gas Heating Stove - Millivolt"
"gas-stoves-scraped.json","Kingsman","KGM-FVF350","Kingsman 28 Inch Vent Free Gas Heating Stove"
"gas-stoves-scraped.json","Kingsman","KGM-FDV200SN","Kingsman FDV200S Free Standing Direct Vent Gas Heating Stove - Millivolt Pilot"
"gas-stoves-scraped.json","Kingsman","KGM-FDV200SNE2","Kingsman FDV200S Free Standing Direct Vent Gas Heating Stove with Blower - IPI Pilot"
"gas-stoves-scraped.json","Kingsman","KGM-FDV350N7","Kingsman FDV350 Free Standing Direct Vent Gas Heating Stove - 7 Day Millivolt"
"gas-stoves-scraped.json","Kingsman","KGM-FDV350N","Kingsman FDV350 Free Standing Direct Vent Gas Heating Stove - Millivolt Pilot"
"gas-stoves-scraped.json","Kingsman","KGM-FDV350NE2","Kingsman FDV350 Free Standing Direct Vent Gas Heating Stove with Blower - IPI Pilot"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP7972S1","Kingsman 72 Inch Single Sided Barbara Jean Series Outdoor Linear Gas Fireplace"
"outdoor-fireplaces-scraped.json","Montigo","MGO-DRL4813NI-2","Montigo 48 Inch DelRay Full Load Linear Direct Vent Gas Fireplace"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP42NE","Kingsman OFP42 Outdoor Vent Free Gas Fireplace - IPI Ignition"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP42N","Kingsman OFP42 Outdoor Vent Free Gas Fireplace"
"outdoor-fireplaces-scraped.json","Firegear","FGO-OFP-48LECO-N","Firegear 48 Inch Kalea Bay Outdoor Linear Fireplace"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP7972S1P2","Kingsman 72 Inch Barbara Jean Linear Outdoor Natural Gas Fireplace - IPI"
"outdoor-fireplaces-scraped.json","Firegear","FGO-OFP-72LECO-NLEDST","Firegear 72 Inch Kalea Bay See-Through Outdoor Linear Fireplace with LED Lights"
"outdoor-fireplaces-scraped.json","Firegear","FGO-OFP-60LECO-N","Firegear 60 Inch Kalea Bay Outdoor Linear Fireplace"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP7972S2","Kingsman 72 Inch See Through Barbara Jean Series Outdoor Linear Gas Fireplace"
"outdoor-fireplaces-scraped.json","Firegear","FGO-OFP-60LECO-NST","Firegear 60 Inch Kalea Bay See-Through Outdoor Linear Fireplace"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP5548S1","Kingsman 48 Inch Single Sided Barbara Jean Series Outdoor Linear Gas Fireplace"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP5548S2","Kingsman 48 Inch See Through Barbara Jean Series Outdoor Linear Gas Fireplace"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP4336S2","Kingsman 36 Inch See Through Barbara Jean Series Outdoor Linear Gas Fireplace"
"outdoor-fireplaces-scraped.json","Firegear","FGO-OFP-36LECO-NLED","Firegear 36 Inch Kalea Bay Outdoor Linear Fireplace with LED Lights"
"outdoor-fireplaces-scraped.json","Firegear","FGO-OFP-36LECO-NLEDST","Firegear 36 Inch Kalea Bay See-Through Outdoor Linear Fireplace with LED Lights"
"outdoor-fireplaces-scraped.json","Kingsman","KGM-OFP5548S2P2","Kingsman 48 Inch Barbara Jean See-Thru Linear Outdoor Natural Gas Fireplace - IPI"
