priority_rank,priority_tier,priority_score,category_file,sku,brand,normalized_brand,model_guess,name,slug,current_image_path_url,current_local_image_exists,is_best_seller,rating,review_count,sale_price
124,B,185.6,data/gas-fireplaces-scraped.json,FRK-01FR0336,FireRock,FireRock,01FR0336,FireRock 36 Inch See-Through Vented Masonry Fireplace,frk-01fr0336,/products/gas-fireplaces/frk-01fr0336-dce21ad8.webp,yes,False,5.0,1,3364.89
125,B,185.4,data/gas-fireplaces-scraped.json,MGO-DRSQ34NI,Montigo,Montigo,DRSQ34NI,Montigo 34 Inch DelRay Basic Square Direct Vent Gas Fireplace,mgo-drsq34ni,/products/gas-fireplaces/mgo-drsq34ni-aa983090.webp,yes,False,5.0,1,3339.0
126,B,185.1,data/gas-fireplaces-scraped.json,NPL-BX42NTRE,Napoleon,Napoleon,BX42NTRE,Napoleon 42 Inch Ascent X Direct Vent Gas Fireplace,npl-bx42ntre,/products/gas-fireplaces/npl-bx42ntre-ddd05298.webp,yes,False,4.0,1,3809.0
127,B,185.1,data/outdoor-fireplaces-scraped.json,ODL-ODVILLA-42H,Outdoor,Outdoor Lifestyles,ODVILLA-42H,Outdoor Lifestyles 42 Inch Villawood Woodburning Outdoor Fireplace,odl-odvilla-42h,/products/outdoor-fireplaces/odl-odvilla-42h-e135b7eb.webp,yes,True,5.0,1,1809.0
128,B,185.0,data/electric-fireplaces-scraped.json,MDF-OR60-SLIM,Modern,Modern Flames,OR60-SLIM,Modern Flames 60 Inch Orion Slim Electric Wall Fireplace,mdf-or60-slim,/products/electric-fireplaces/mdf-or60-slim-1eb26ac8.webp,yes,False,5.0,1,4799.0
129,B,184.8,data/gas-fireplaces-scraped.json,KGM-ZCVRB47NE,Kingsman,Kingsman,ZCVRB47NE,Kingsman ZCVRB47 Linear Direct Vent Gas Fireplace - IPI Pilot,kgm-zcvrb47ne,/products/gas-fireplaces/kgm-zcvrb47ne-dd36a3c9.webp,yes,False,5.0,1,3275.59
130,B,184.8,data/gas-fireplaces-scraped.json,CUI-DVP48FP31N,Empire,Empire,DVP48FP31N,Empire DVP48FP31N Tahoe Premium Direct Vent Fireplace,cui-dvp48fp31n,/products/gas-fireplaces/cui-dvp48fp31n-31a7279a.webp,yes,False,5.0,2,3079.0
131,B,184.5,data/outdoor-fireplaces-scraped.json,MGO-DRL6013NI,Montigo,Montigo,DRL6013NI,Montigo 60 Inch DelRay Basic Linear Direct Vent Gas Fireplace,mgo-drl6013ni,/products/outdoor-fireplaces/mgo-drl6013ni-0b858f1c.webp,yes,False,4.7,3,5349.0
132,B,184.3,data/gas-fireplaces-scraped.json,FRK-01FR1036,FireRock,FireRock,01FR1036,FireRock 36 Inch California Conventional Masonry Fireplace,frk-01fr1036,/products/gas-fireplaces/frk-01fr1036-ce51eb29.webp,yes,False,5.0,1,3229.19
133,B,183.9,data/gas-fireplaces-scraped.json,EMP-DVL46BP30N,Empire,Empire,DVL46BP30N,Empire 46 Inch Loft Direct Vent Gas Fireplace,emp-dvl46bp30n,/products/gas-fireplaces/emp-dvl46bp30n-cb3c3a92.webp,yes,False,5.0,1,3189.0
134,B,183.8,data/gas-fireplaces-scraped.json,ODL-ODCOUG-42NR,Outdoor,Outdoor Lifestyles,ODCOUG-42NR,Outdoor Lifestyles 42 Inch Courtyard Outdoor Gas Fireplace,odl-odcoug-42nr,/products/gas-fireplaces/odl-odcoug-42nr-e2b38ec4.webp,yes,False,5.0,2,2979.0
135,B,183.7,data/gas-fireplaces-scraped.json,CUI-DVP42FP31N,Empire,Empire,DVP42FP31N,Empire DVP42FP31N Tahoe Premium Direct Vent Fireplace,cui-dvp42fp31n,/products/gas-fireplaces/cui-dvp42fp31n-31a7279a.webp,yes,False,5.0,3,2769.0
136,B,183.6,data/gas-fireplaces-scraped.json,NPL-B46NTR,Napoleon,Napoleon,B46NTR,Napoleon B46 Ascent Builder Series 46 Inch Direct Vent Fireplace - Millivolt,npl-b46ntr,/products/gas-fireplaces/npl-b46ntr-e4043d79.webp,yes,False,5.0,1,3159.0
137,B,183.5,data/gas-fireplaces-scraped.json,MON-AVFL42NIF-BU,Monessen,Monessen,AVFL42NIF-BU,Monessen 42 Inch Artisan Vent Free Linear Gas Fireplace - 34K BTU,mon-avfl42nif-bu,/products/gas-fireplaces/mon-avfl42nif-bu-8b2bb017.webp,yes,False,4.7,3,2899.0
138,B,183.5,data/gas-fireplaces-scraped.json,EMP-DVD42FP71N,Empire,Empire,DVD42FP71N,Empire 42 Inch Deluxe Tahoe Direct Vent Fireplace with Blower - Intermittent Pilot,emp-dvd42fp71n,/products/gas-fireplaces/emp-dvd42fp71n-200545f1.webp,yes,False,5.0,3,2749.0
139,B,183.5,data/gas-fireplaces-scraped.json,CUI-DVP42FP71N,Empire,Empire,DVP42FP71N,Empire DVP42FP71N Tahoe Premium Direct Vent Fireplace,cui-dvp42fp71n,/products/gas-fireplaces/cui-dvp42fp71n-31a7279a.webp,yes,False,5.0,1,3149.0
140,B,183.5,data/electric-fireplaces-scraped.json,MDF-CEF-50B,Modern,Modern Flames,CEF-50B,Modern Flames 50 Inch Challenger Built-In or Wall-Mount Linear Electric Fireplace,mdf-cef-50b,/products/electric-fireplaces/mdf-cef-50b-72b49dff.webp,yes,True,5.0,2,949.0
141,B,183.4,data/gas-fireplaces-scraped.json,CUI-DVP48FP70N,Empire,Empire,DVP48FP70N,Empire Tahoe Premium Direct Vent Gas Fireplace with Intermittent Pilot - 48 Inch,cui-dvp48fp70n,/products/gas-fireplaces/cui-dvp48fp70n-31a7279a.webp,yes,False,5.0,1,3139.0
142,B,183.0,data/gas-fireplaces-scraped.json,CUI-DVP36FP70N,Empire,Empire,DVP36FP70N,Empire 36 Inch Tahoe Premium Direct Vent Fireplace - IPI,cui-dvp36fp70n,/products/gas-fireplaces/cui-dvp36fp70n-8e54fc7e.webp,yes,False,5.0,3,2699.0
143,B,183.0,data/wood-fireplaces-scraped.json,VAL-FP11,Valcourt,Valcourt,FP11,Valcourt Frontenac Wood Burning Fireplace,val-fp11,/products/wood-fireplaces/val-fp11-416ae52a.webp,yes,False,5.0,4,5956.89
144,B,183.0,data/outdoor-fireplaces-scraped.json,FRK-01FR0348,FireRock,FireRock,01FR0348,FireRock 48 Inch See-Through Vented Masonry Fireplace,frk-01fr0348,/products/outdoor-fireplaces/frk-01fr0348-dce21ad8.webp,yes,False,5.0,4,4497.64
145,B,182.6,data/gas-fireplaces-scraped.json,EMP-VFLB36FP90N,Empire,Empire,VFLB36FP90N,Empire 36 Inch Boulevard Linear Vent Free Gas Fireplace - Intermittent Pilot,emp-vflb36fp90n,/products/gas-fireplaces/emp-vflb36fp90n-161f69c2.webp,yes,False,4.3,3,3005.0
146,B,182.5,data/gas-fireplaces-scraped.json,NPL-B42NTRE,Napoleon,Napoleon,B42NTRE,Napoleon 42 Inch Ascent Direct Vent Gas Fireplace - IPI Ignition,npl-b42ntre,/products/gas-fireplaces/npl-b42ntre-1f272c99.webp,yes,False,5.0,1,3049.0
147,B,182.5,data/gas-fireplaces-scraped.json,NPL-B42NT,Napoleon,Napoleon,B42NT,Napoleon B42 Ascent Builder Series 42 Inch Direct Vent Fireplace - Millivolt,npl-b42nt,/products/gas-fireplaces/npl-b42nt-297ada87.webp,yes,False,5.0,1,3049.0
148,B,182.5,data/electric-fireplaces-scraped.json,DIM-500002608,Dimplex,Dimplex,500002608,Dimplex 74 Inch Ignite Evolve Built-In Linear Electric Fireplace,dim-500002608,/products/electric-fireplaces/dim-500002608-445f96bf.webp,yes,False,5.0,1,4549.99
149,B,182.5,data/gas-inserts-scraped.json,MAJ-RUBY30IN,Majestic,Majestic,RUBY30IN,Majestic 30 Inch Ruby Direct Vent Gas Fireplace Insert With Blower,maj-ruby30in,/products/gas-inserts/maj-ruby30in-9a1628a9.webp,yes,True,4.0,1,3049.0
150,B,182.5,data/outdoor-fireplaces-scraped.json,MGO-DRL7213NI-2,Montigo,Montigo,DRL7213NI-2,Montigo 72 Inch DelRay Full Load Linear Direct Vent Gas Fireplace,mgo-drl7213ni-2,/products/outdoor-fireplaces/mgo-drl7213ni-2-6d8fc755.webp,yes,False,4.3,3,8929.0
151,C,182.4,data/gas-fireplaces-scraped.json,EMP-VFLB36FP30N,Empire,Empire,VFLB36FP30N,Empire 36 Inch Boulevard Linear Vent Free Gas Fireplace - Millivolt Pilot,emp-vflb36fp30n,/products/gas-fireplaces/emp-vflb36fp30n-161f69c2.webp,yes,False,4.7,3,2795.0
152,C,182.4,data/gas-fireplaces-scraped.json,CUI-DVP36FP71N,Empire,Empire,DVP36FP71N,Empire 36 Inch Tahoe Premium Direct Vent Fireplace with Blower - Intermittent Pilot,cui-dvp36fp71n,/products/gas-fireplaces/cui-dvp36fp71n-8e54fc7e.webp,yes,False,5.0,1,3039.0
153,C,182.4,data/gas-fireplaces-scraped.json,KGM-HBZDV4228NE,Kingsman,Kingsman,HBZDV4228NE,Kingsman 42 Inch HBZDV4228 Direct Vent Gas Fireplace - IPI Pilot,kgm-hbzdv4228ne,/products/gas-fireplaces/kgm-hbzdv4228ne-ab01536a.webp,yes,False,5.0,1,3041.39
154,C,182.3,data/gas-fireplaces-scraped.json,CUI-VFP36PP32EN,Empire,Empire,VFP36PP32EN,Empire 36 Inch Vail Premium Vent Free Natural Gas Peninsula Fireplace,cui-vfp36pp32en,/products/gas-fireplaces/cui-vfp36pp32en-203fb9ff.webp,yes,False,5.0,1,3029.0
155,C,182.3,data/outdoor-fireplaces-scraped.json,ODL-VOFB36-T,Outdoor,Outdoor Lifestyles,VOFB36-T,Outdoor Lifestyle 36 Inch Vesper Vent Free Outdoor Gas Firebox,odl-vofb36-t,/products/outdoor-fireplaces/odl-vofb36-t-983ac775.webp,yes,True,5.0,2,1329.0
156,C,182.2,data/gas-fireplaces-scraped.json,EMP-DVCD42FP71N,Empire,Empire,DVCD42FP71N,Empire 42 Inch Deluxe Tahoe Clean-Face Direct Vent Fireplace with Blower - Intermittent Pilot,emp-dvcd42fp71n,/products/gas-fireplaces/emp-dvcd42fp71n-d3e9de82.webp,yes,False,5.0,1,3019.0
157,C,182.1,data/gas-fireplaces-scraped.json,SUP-DRT3035DMN,Superior,Superior,DRT3035DMN,Superior DRT3035 35 Inch Top/Rear Vent Fireplace with Aged Oak Logs - Millivolt,sup-drt3035dmn,/products/gas-fireplaces/sup-drt3035dmn-6084bcfa.webp,yes,False,5.0,5,2209.0
158,C,182.0,data/gas-fireplaces-scraped.json,NPL-BL46NTE,Napoleon,Napoleon,BL46NTE,Napoleon 46 Inch Ascent Linear Direct Vent Natural Gas Fireplace,npl-bl46nte,/products/gas-fireplaces/npl-bl46nte-105d18dc.webp,yes,False,4.0,1,3499.0
159,C,182.0,data/wood-fireplaces-scraped.json,OSB-OB04007,Osburn,Osburn,OB04007,Osburn Stratford II Wood Burning Fireplace,osb-ob04007,/products/wood-fireplaces/osb-ob04007-f58d2443.webp,yes,False,5.0,6,4499.0
160,C,182.0,data/outdoor-fireplaces-scraped.json,MGO-DRL4813NI-2,Montigo,Montigo,DRL4813NI-2,Montigo 48 Inch DelRay Full Load Linear Direct Vent Gas Fireplace,mgo-drl4813ni-2,/products/outdoor-fireplaces/mgo-drl4813ni-2-9ad1b35f.webp,yes,False,5.0,1,6109.0
161,C,182.0,data/outdoor-fireplaces-scraped.json,CUI-WRE4550RS,Superior,Superior,WRE4550RS,Superior WRE4550 Custom Series 50 Inch Paneled Outdoor Wood-Burning Fireplace,cui-wre4550rs,/products/outdoor-fireplaces/cui-wre4550rs-dc7edbe2.webp,yes,False,5.0,1,5889.0
162,C,182.0,data/outdoor-fireplaces-scraped.json,SUP-WRE4542RS,Superior,Superior,WRE4542RS,Superior WRE4542 Custom Series 42 Inch Paneled Outdoor Wood-Burning Fireplace,sup-wre4542rs,/products/outdoor-fireplaces/sup-wre4542rs-59a9dec3.webp,yes,False,5.0,1,5599.0
163,C,181.9,data/gas-fireplaces-scraped.json,SFL-NEWCOMB-36-DELUXE-NG,Sierra,Sierra,NEWCOMB-36-DELUXE,Sierra Flame 36 Inch Newcomb Deluxe Series Direct Vent Linear Fireplaces,sfl-newcomb-36-deluxe-ng,/products/gas-fireplaces/sfl-newcomb-36-deluxe-ng-53c150d6.webp,yes,False,5.0,1,2987.59
164,C,181.8,data/gas-fireplaces-scraped.json,CUI-VFP36SP32EP,Empire,Empire,VFP36SP32EP,Empire 36 Inch Vail Premium Vent Free Propane Gas See-Through Fireplace,cui-vfp36sp32ep,/products/gas-fireplaces/cui-vfp36sp32ep-39706158.webp,yes,False,4.5,2,3029.0
165,C,181.6,data/electric-fireplaces-scraped.json,NPL-NEFL42CFH,Napoleon,Napoleon,NEFL42CFH,Napoleon 42 Inch Entice Wall Mount or Built-In Linear Electric Fireplace,npl-nefl42cfh,/products/electric-fireplaces/npl-nefl42cfh-6ec85ae8.webp,yes,True,5.0,1,959.0
166,C,181.4,data/gas-fireplaces-scraped.json,KGM-HBZDV4228N,Kingsman,Kingsman,HBZDV4228N,Kingsman 42 Inch HBZDV4228 Direct Vent Gas Fireplace,kgm-hbzdv4228n,/products/gas-fireplaces/kgm-hbzdv4228n-ab01536a.webp,yes,False,5.0,1,2941.19
167,C,181.3,data/gas-fireplaces-scraped.json,EMP-DVD48FP71N,Empire,Empire,DVD48FP71N,Empire 48 Inch Deluxe Tahoe Direct Vent Fireplace with Blower - Intermittent Pilot,emp-dvd48fp71n,/products/gas-fireplaces/emp-dvd48fp71n-200545f1.webp,yes,False,5.0,1,2929.0
168,C,181.2,data/outdoor-fireplaces-scraped.json,ODL-ODCTGWD-42,Outdoor,Outdoor Lifestyles,ODCTGWD-42,Outdoor Lifestyles 42 Inch Cottagewood Outdoor Wood Burning Fireplace,odl-odctgwd-42,/products/outdoor-fireplaces/odl-odctgwd-42-1e2d1366.webp,yes,False,4.7,10,3269.0
169,C,181.0,data/wood-fireplaces-scraped.json,OSB-OB04016,Osburn,Osburn,OB04016,Osburn Everest II Wood Burning Fireplace,osb-ob04016,/products/wood-fireplaces/osb-ob04016-15a4c4ef.webp,yes,False,5.0,3,5064.0
170,C,180.9,data/gas-fireplaces-scraped.json,CUI-DVP36FP31N,Empire,Empire,DVP36FP31N,Empire DVP36FP31N Tahoe Premium Direct Vent Fireplace,cui-dvp36fp31n,/products/gas-fireplaces/cui-dvp36fp31n-8e54fc7e.webp,yes,False,4.7,3,2639.0
171,C,180.9,data/gas-fireplaces-scraped.json,EMP-DVL36BP70N,Empire,Empire,DVL36BP70N,Empire 36 Inch Loft Direct Vent Gas Fireplace - IPI Ignition,emp-dvl36bp70n,/products/gas-fireplaces/emp-dvl36bp70n-cb3c3a92.webp,yes,False,5.0,1,2889.0
172,C,180.8,data/gas-fireplaces-scraped.json,MSL-MFP33,Mason,Mason Lite,MFP33,Mason Lite 33 Inch Masonry Fireplace Firebox Kit,msl-mfp33,/products/gas-fireplaces/msl-mfp33-a7858214.webp,yes,False,5.0,2,2682.6
173,C,180.6,data/gas-fireplaces-scraped.json,CUI-DVD32FP31N,Empire,Empire,DVD32FP31N,Empire 32 Inch Tahoe Deluxe Direct Vent Fireplace with Blower - Millivolt,cui-dvd32fp31n,/products/gas-fireplaces/cui-dvd32fp31n-200545f1.webp,yes,False,5.0,5,2059.0
174,C,180.4,data/gas-fireplaces-scraped.json,CUI-DVD42FP70N,Empire,Empire,DVD42FP70N,Empire DVD42FP70N Tahoe Deluxe Direct Vent Fireplace,cui-dvd42fp70n,/products/gas-fireplaces/cui-dvd42fp70n-200545f1.webp,yes,False,5.0,3,2439.0
175,C,180.4,data/gas-fireplaces-scraped.json,CUI-DVD48FP70N,Empire,Empire,DVD48FP70N,Empire DVD48FP70N Tahoe Deluxe Direct Vent Fireplace,cui-dvd48fp70n,/products/gas-fireplaces/cui-dvd48fp70n-200545f1.webp,yes,False,4.7,3,2589.0
176,C,180.2,data/gas-fireplaces-scraped.json,CUI-DVP42FP70N,Empire,Empire,DVP42FP70N,Empire 42 Inch Tahoe Premium Direct Vent Fireplace - IPI,cui-dvp42fp70n,/products/gas-fireplaces/cui-dvp42fp70n-06609424.webp,yes,False,5.0,1,2819.0
177,C,180.0,data/electric-fireplaces-scraped.json,AMA-SYM-88-XT,Amantii,Amantii,SYM-88-XT,Amantii 88 Inch Symmetry Extra Tall Built-In Smart Electric Linear Fireplace,ama-sym-88-xt,/products/electric-fireplaces/ama-sym-88-xt-a163e001.webp,yes,False,5.0,1,4299.0
178,C,179.9,data/gas-fireplaces-scraped.json,SUP-DRL2035TEN,Superior,Superior,DRL2035TEN,Superior 35 Inch DRL2000 Series Contemporary Direct Vent Linear Fireplace,sup-drl2035ten,/products/gas-fireplaces/sup-drl2035ten-f345e9ae.webp,yes,False,5.0,1,2789.0
179,C,179.7,data/gas-fireplaces-scraped.json,CUI-BVP42FP30LN,Empire,Empire,BVP42FP30LN,Empire 42 Inch Louvered Keystone Premium B-Vent Gas Fireplace,cui-bvp42fp30ln,/products/gas-fireplaces/cui-bvp42fp30ln-fc3a080e.webp,yes,False,5.0,3,2369.0
180,C,179.6,data/gas-fireplaces-scraped.json,EMP-DVCD42FP31N,Empire,Empire,DVCD42FP31N,Empire 42 Inch Deluxe Tahoe Clean-Face Direct Vent Fireplace with Blower - Millivolt,emp-dvcd42fp31n,/products/gas-fireplaces/emp-dvcd42fp31n-d3e9de82.webp,yes,False,5.0,1,2759.0
181,C,179.5,data/gas-fireplaces-scraped.json,MAJ-QUARTZ36IFTL,Majestic,Majestic,QUARTZ36IFTL,Majestic 36 Inch Quartz Top/Rear Direct Vent Gas Fireplace with IntelliFire Touch Ignition,maj-quartz36iftl,/products/gas-fireplaces/maj-quartz36iftl-b05f4295.webp,yes,False,5.0,1,2749.0
182,C,179.5,data/gas-fireplaces-scraped.json,CUI-DVP48FP30N,Empire,Empire,DVP48FP30N,Empire 48 Inch Tahoe Premium Direct Vent Fireplace - Millivolt,cui-dvp48fp30n,/products/gas-fireplaces/cui-dvp48fp30n-06609424.webp,yes,False,5.0,1,2749.0
183,C,179.5,data/wood-fireplaces-scraped.json,OSB-OB04010,Osburn,Osburn,OB04010,Osburn EPA Certified Horizon Wood Fireplace - OB04011,osb-ob04010,/products/wood-fireplaces/osb-ob04010-812b04c2.webp,yes,False,4.7,3,5824.0
184,C,179.4,data/wood-inserts-scraped.json,OSB-OB01900,Osburn,Osburn,OB01900,Osburn Matrix 1900 Wood Burning Fireplace Insert,osb-ob01900,/products/wood-inserts/osb-ob01900-077ab046.webp,yes,True,5.0,1,3239.0
185,C,179.3,data/gas-fireplaces-scraped.json,CUI-DVD32FP30N,Empire,Empire,DVD32FP30N,Empire 32 Inch Tahoe Deluxe Direct Vent Fireplace - Millivolt,cui-dvd32fp30n,/products/gas-fireplaces/cui-dvd32fp30n-200545f1.webp,yes,False,5.0,6,1729.0
186,C,179.3,data/gas-fireplaces-scraped.json,EMP-DVL36BP30N,Empire,Empire,DVL36BP30N,Empire 36 Inch Loft Direct Vent Gas Fireplace - Millivolt,emp-dvl36bp30n,/products/gas-fireplaces/emp-dvl36bp30n-cb3c3a92.webp,yes,False,5.0,1,2729.0
187,C,179.2,data/gas-fireplaces-scraped.json,EMP-VFSL30FP7010N,Empire,Empire,VFSL30FP7010N,Empire 30 Inch Boulevard Slim Line Vent Free Linear Gas Fireplace - 10 - 000 BTUs,emp-vfsl30fp7010n,/products/gas-fireplaces/emp-vfsl30fp7010n-56882965.webp,yes,False,5.0,3,2319.0
188,C,179.0,data/electric-fireplaces-scraped.json,DIM-XLF100,Dimplex,Dimplex,XLF100,Dimplex 100 Inch IgniteXL Linear Electric Wall Mounted Fireplace,dim-xlf100,/products/electric-fireplaces/dim-xlf100-63bddcdb.webp,yes,False,5.0,1,4199.99
189,C,178.9,data/gas-fireplaces-scraped.json,FRK-01FR0330,FireRock,FireRock,01FR0330,FireRock 30 Inch See-Through Vented Masonry Fireplace,frk-01fr0330,/products/gas-fireplaces/frk-01fr0330-dce21ad8.webp,yes,False,5.0,1,2687.29
190,C,178.6,data/gas-fireplaces-scraped.json,EMP-VFLC28IN72N,Empire,Empire,VFLC28IN72N,Empire 31 Inch Loft Vent Free Gas Fireplace Insert/Fireplace - Intermittent Pilot (Modern),emp-vflc28in72n,/products/gas-fireplaces/emp-vflc28in72n-4e69802e.webp,yes,False,5.0,1,2659.0
191,C,178.6,data/outdoor-fireplaces-scraped.json,CUI-OLL48SP12SN,Empire,Empire,OLL48SP12SN,Empire OLL48SP12SN Carol Rose Outdoor Stainless Steel See-Through Linear Fireplace,cui-oll48sp12sn,/products/outdoor-fireplaces/cui-oll48sp12sn-e6f66860.webp,yes,False,5.0,1,4659.0
192,C,178.5,data/gas-fireplaces-scraped.json,SUP-DRT3045DEN,Superior,Superior,DRT3045DEN,Superior DRT3045 45 Inch Top/Rear Vent Fireplace with Aged Oak Logs - Electronic Ignition,sup-drt3045den,/products/gas-fireplaces/sup-drt3045den-6084bcfa.webp,yes,False,4.0,1,3149.0
193,C,178.5,data/gas-fireplaces-scraped.json,EMP-BVP42FP70FN,Empire,Empire,BVP42FP70FN,Empire Keystone 42 Inch Natural Gas Flush Face Premium B-Vent Fireplace - Intermittent Pilot,emp-bvp42fp70fn,/products/gas-fireplaces/emp-bvp42fp70fn-fc3a080e.webp,yes,False,5.0,1,2649.0
194,C,178.4,data/gas-fireplaces-scraped.json,ODL-ODCOUG-36NR,Outdoor,Outdoor Lifestyles,ODCOUG-36NR,Outdoor Lifestyles 36 Inch Courtyard Outdoor Vent Free Gas Fireplace,odl-odcoug-36nr,/products/gas-fireplaces/odl-odcoug-36nr-e2b38ec4.webp,yes,False,5.0,1,2639.0
195,C,178.4,data/gas-fireplaces-scraped.json,EMP-DVCD36FP71N,Empire,Empire,DVCD36FP71N,Empire 36 Inch Deluxe Tahoe Clean-Face Direct Vent Fireplace with Blower - Intermittent Pilot,emp-dvcd36fp71n,/products/gas-fireplaces/emp-dvcd36fp71n-d3e9de82.webp,yes,False,5.0,1,2639.0
196,C,178.4,data/gas-fireplaces-scraped.json,CUI-DVD48FP31N,Empire,Empire,DVD48FP31N,Empire DVD48FP31N Tahoe Deluxe Direct Vent Fireplace,cui-dvd48fp31n,/products/gas-fireplaces/cui-dvd48fp31n-200545f1.webp,yes,False,5.0,1,2639.0
197,C,178.4,data/outdoor-fireplaces-scraped.json,SUP-VRE4342ZENWH,Superior,Superior,VRE4342ZENWH,Superior VRE4300 Custom Series 42 Inch Outdoor Vent-Free Natural Gas Fireplace Firebox,sup-vre4342zenwh,/products/outdoor-fireplaces/sup-vre4342zenwh-e258cd88.webp,yes,False,5.0,1,4639.0
198,C,178.0,data/gas-fireplaces-scraped.json,SUP-DRT2040DMN-E,Superior,Superior,DRT2040DMN-E,Superior 40 Inch DRT2000 Direct Vent Gas Fireplace - Millivolt Ignition,sup-drt2040dmn-e,/products/gas-fireplaces/sup-drt2040dmn-e-4a2cefdb.webp,yes,False,4.7,3,2349.0
199,C,178.0,data/wood-fireplaces-scraped.json,FRK-01FR0348,FireRock,FireRock,01FR0348,FireRock 48 Inch See-Through Vented Masonry Fireplace,frk-01fr0348,/products/wood-fireplaces/frk-01fr0348-dce21ad8.webp,yes,False,5.0,4,4497.64
200,C,177.9,data/electric-fireplaces-scraped.json,SUP-MPE-100D,Superior,Superior,MPE-100D,Superior 100 Inch ERL3000 Electric Linear Fireplace,sup-mpe-100d,/products/electric-fireplaces/sup-mpe-100d-536942a3.webp,yes,False,5.0,1,4089.0
