sku,status,imageUrl,sourceImageUrl,reason
J4972,updated,/products/parts/j4972.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/17078/28191/J7212__21716.1539278285.jpg?c=2,real-photo-found
W175-0144,skipped,,,no-real-photo
W080-1304-SER,skipped,,,no-real-photo
510-5450,updated,/products/parts/510-5450.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/7292/11624/811-0660-2__78707.1493930809.jpg?c=2,real-photo-found
H7718,updated,/products/parts/h7718.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/15271/33800/H7739__18702.1561735089.jpg?c=2,real-photo-found
NGK-8CLX,updated,/products/parts/ngk-8clx.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/21966/54522/NGK-8CL-1__37697.1636390179.jpg?c=2,real-photo-found
1-10-574007A,updated,/products/parts/1-10-574007a.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/15331/59731/1-10-06938-01__37119.1682358989.jpg?c=2,real-photo-found
LED-ALL40,updated,/products/parts/led-all40.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/23397/66025/LED-ALL48-01__27922.1744224937.jpg?c=2,real-photo-found
J4404,updated,/products/parts/j4404.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/14271/31257/J1281__94812.1558451451.jpg?c=2,real-photo-found
4-00-247108C,updated,/products/parts/4-00-247108c.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/4096/6418/4-00-247113-2__84175.1493908847.jpg?c=2,real-photo-found
4049-170,updated,/products/parts/4049-170.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/14646/46317/4049-035__28407.1592325074.jpg?c=2,real-photo-found
SRV2285-702,skipped,,,no-real-photo
W090-0322,updated,/products/parts/w090-0322.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/25776/60651/IMG_5780__25926.1687532861.jpg?c=2,real-photo-found
73D4057K,updated,/products/parts/73d4057k.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/42568/64689/Capture__29177.1725484287.JPG?c=2,real-photo-found
2012-190,updated,/products/parts/2012-190.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/2321/4141/2012-114-2__75101.1493897890.jpg?c=2,real-photo-found
H3168,updated,/products/parts/h3168.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/14719/31833/J6708__76097.1559660497.jpg?c=2,real-photo-found
80P20083-GR-R,updated,/products/parts/80p20083-gr-r.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/6918/35098/80P20083-R__41471.1563483465.jpg?c=2,real-photo-found
0001285,updated,/products/parts/0001285.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/42444/64538/Capture__42819.1724968164.JPG?c=2,real-photo-found
SRV35160,updated,/products/parts/srv35160.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/27754/66010/Untitled__71162.1743529653.png?c=2,real-photo-found
2159-032,skipped,,,no-real-photo
PL70621,skipped,,,no-real-photo
W290-0859,updated,/products/parts/w290-0859.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/26793/53645/1-10-774207-1-197__76386.1631566732.jpg?c=2,real-photo-found
26490,updated,/products/parts/26490.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/17879/43322/34584__71489.1587153620.jpg?c=2,real-photo-found
SRV480-5460,updated,/products/parts/srv480-5460.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/22989/60947/SRV4080-7030-01__55508.1691104815.jpg?c=2,real-photo-found
1-10-05803,updated,/products/parts/1-10-05803.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/707/45256/1-10-06691-2__77387.1588865454.jpg?c=2,real-photo-found
1-00-247236-14,skipped,,,no-real-photo
SRV2283-725,skipped,,,no-real-photo
SRV2280-726,skipped,,,no-real-photo
H1859,updated,/products/parts/h1859.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/12301/18368/SRV2206-800-2__83737.1493960945.jpg?c=2,real-photo-found
W010-1763,updated,/products/parts/w010-1763.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/12740/34256/W010-0802__21345.1562355664.jpg?c=2,real-photo-found
1-00-777123,skipped,,,no-real-photo
J3616,updated,/products/parts/j3616.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/640w/products/20531/62082/J7209-1__95860.1711050903.jpg?c=2,real-photo-found
3-00-677004P,skipped,,,no-real-photo
SRV6CLXBASE-TAN,skipped,,,no-real-photo
20304040K,skipped,,,no-real-photo
4120442,skipped,,,no-real-photo
54D0294TK,skipped,,,no-real-photo
PL70823,skipped,,,no-real-photo
80P52652-R,updated,/products/parts/80p52652-r.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/7072/26087/80P52144-R__00027.1531153194.jpg?c=2,real-photo-found
W010-3103,updated,/products/parts/w010-3103.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/24640/58001/W010-3016__46333.1672705417.jpg?c=2,real-photo-found
20007056K,skipped,,,no-real-photo
2025-110,updated,/products/parts/2025-110.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/28455/53446/2176-118__27445.1631104739.jpg?c=2,real-photo-found
W475-0953-SER,skipped,,,no-real-photo
SRV2223-017,skipped,,,no-real-photo
4021-581,updated,/products/parts/4021-581.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/18843/62040/4021-914-2__16617.1711048825.jpg?c=2,real-photo-found
2130-118,updated,/products/parts/2130-118.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/27880/56938/2130-126-1__67839.1665270816.jpg?c=2,real-photo-found
75D1023K,updated,/products/parts/75d1023k.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/21764/62173/54D5006K-2__15493.1711380351.jpg?c=2,real-photo-found
W080-1478,skipped,,,no-real-photo
2281-117,skipped,,,no-real-photo
W500-0767,skipped,,,no-real-photo
J5084,updated,/products/parts/j5084.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/10466/16793/J7032-2__16740.1493950686.jpg?c=2,real-photo-found
PL51762,updated,/products/parts/pl51762.jpg,https://cdn11.bigcommerce.com/s-1r4c3e5sx1/images/stencil/500x500/products/11349/17575/PL53517-2__84116.1493955653.jpg?c=2,real-photo-found
